VL1,VL2,VL3,IL1,IL2,IL3,PFL1
129.74,131.77,129.21,0,28.653,13.181,0.93
129.47,131.67,129.03,5.458,26.987,14.474,0.92
129.7,131.86,129.22,0,26.353,12.787,0.91
129.71,131.96,129.3,0,24.207,11.606,0.9
129.8,131.98,129.28,0,26.269,12.491,0.92
129.56,131.89,129.1,10.523,26.847,15.941,0.9
129.38,131.58,128.94,17.484,34.951,21.537,0.93
129.43,131.66,129,17.574,34.669,21.477,0.93
129.6,131.83,129.09,13.806,32.335,19.157,0.92
129.85,132.16,129.33,5.645,26.425,14.571,0.92
129.96,132.16,129.43,1.787,27.27,12.834,0.92
129.91,132.18,129.45,1.98,26.637,12.743,0.92
130.01,132.25,129.52,0,26.923,12.515,0.92
130.24,132.49,129.77,0,25.724,11.526,0.91
130.09,132.38,129.64,0,25.235,11.819,0.91
130.23,132.54,129.81,5.408,24.01,13.4,0.9
130.23,132.49,129.84,0,23.144,10.966,0.89
130.53,132.77,130.09,0,23.347,11.044,0.9
130.59,132.77,130.22,1.509,23.157,11.105,0.9
130.86,133.01,130.46,1.281,24.613,11.678,0.91
130.89,132.96,130.46,0,25.443,11.454,0.91
130,132.23,129.66,5.19,23.604,13.099,0.9
129.84,132.02,129.47,3.654,24.037,12.411,0.9
129.79,131.92,129.37,0,25.826,12.09,0.92
130.08,132.22,129.68,1.81,24.501,11.738,0.91
130.35,132.4,129.96,0,23.586,11.256,0.9
130.17,132.18,129.81,0,25.146,11.338,0.91
130,132.06,129.6,3.979,23.851,12.619,0.9
130.38,132.41,130,0,23.124,10.804,0.9
130.67,132.68,130.2,2.698,25.414,12.765,0.91
130.58,132.64,130.23,0,23.754,11.372,0.9
130.64,132.63,130.24,0,26.208,13.253,0.92
130.9,132.96,130.61,0,22.476,10.857,0.89
130.86,132.82,130.52,5.103,24.17,13.343,0.91
131.27,133.17,130.81,0,20.354,13.403,0.88
131.35,133.29,131.01,0,15.44,0,0.82
131.12,132.99,130.78,0,16.596,4.803,0.84
130.75,132.7,130.48,0,16.696,4.92,0.84
131.06,133.03,130.85,0,15.396,0,0.82
130.87,132.75,130.7,1.127,16.416,5.814,0.84
131.07,132.91,130.84,0,16.007,3.035,0.83
131.05,132.86,130.87,0,15.379,0,0.82
131.29,133.04,131.08,1.186,16.101,8.449,0.83
131.63,133.3,131.39,0,15.365,0,0.82
131.55,133.18,131.32,0,17.038,5.717,0.85
131.2,132.84,131.02,0,15.665,2.281,0.82
131.39,132.92,131.23,0,16.452,0,0.84
131.28,132.79,131.11,0,15.378,0,0.82
131.31,132.79,131.16,0,15.381,0,0.82
131.21,132.65,130.99,0,16.538,4.663,0.84
131.33,132.76,131.14,0,15.374,0,0.82
131.38,132.79,131.16,1.127,15.971,6.869,0.83
131.68,133.01,131.49,0,16.135,4.534,0.84
130.75,131.97,130.61,0,17.272,4.299,0.86
130.51,131.78,130.41,7.015,17.894,8.094,0.84
129.48,130.74,129.46,13.862,24.597,16.665,0.89
130,131.21,129.96,13.561,24.507,16.595,0.88
130.91,132.08,130.8,10.626,21.527,13.164,0.87
131.2,132.41,131.12,0,15.899,3.088,0.83
131.59,132.76,131.57,0,16.411,0,0.85
131.92,133.09,131.82,0,15.208,0,0.82
131.26,132.4,131.14,0,15.302,0,0.82
131.37,132.56,131.26,0,15.247,0,0.83
131.18,132.33,131.08,0,15.313,0,0.82
130.93,132.02,130.82,0,15.359,0,0.82
130.9,131.99,130.85,0,15.357,0,0.82
130.91,131.91,130.84,0,17.303,3.951,0.86
131.04,132.12,130.99,0,15.338,0,0.82
130.94,132,130.89,0,15.363,0,0.82
131.13,132.18,131.06,0,15.949,3.321,0.84
131.03,132.03,130.96,0,17.414,5.922,0.86
131.33,132.28,131.22,0,16.023,3.676,0.84
131.46,132.44,131.39,0,15.257,0,0.83
131.22,132.15,131.21,0,16.454,0,0.85
131.23,132.19,131.17,0,16.004,3.52,0.84
131.25,132.22,131.21,0,15.339,0,0.82
131.08,132.02,131.03,0,15.35,0,0.82
131.2,132.18,131.18,0,15.307,0,0.83
131.04,131.97,131.04,0,15.372,0,0.82
130.84,131.9,130.86,1.179,15.378,11.815,0.82
131.25,132.16,131.23,0,16.45,5.674,0.85
131.27,132.16,131.25,0,15.343,0,0.82
131.1,132,131.12,0,15.371,0,0.82
130.99,131.93,131.02,0,15.375,0,0.82
130.97,131.9,131,0,15.372,0,0.82
131.06,131.96,131.04,0,15.363,0,0.82
131.3,132.14,131.24,2.537,16.196,4.475,0.84
131.25,132.12,131.24,3.024,16.397,5.053,0.84
130.95,131.86,130.97,1.141,15.444,1.954,0.82
131.12,132,131.1,0,15.315,0.528,0.82
131.25,132.09,131.24,0,15.308,0,0.82
131.21,132.07,131.24,0,15.372,0,0.82
130.98,131.83,130.98,0,15.378,0,0.82
130.79,131.59,130.75,0,16.173,0,0.84
130.89,131.75,130.91,0,15.767,0,0.83
131.05,131.87,131.03,0,15.379,0,0.82
131.1,131.98,131.08,0,15.379,0,0.82
130.93,131.78,130.87,0,15.38,0,0.83
130.75,131.45,130.58,0,19.597,9.209,0.89
131.18,131.99,131.14,0,15.366,0,0.82
131.24,132.07,131.17,1.182,15.892,5.539,0.84
131.14,131.92,131.09,0,16.072,0,0.84
130.88,131.72,130.84,0,15.38,0,0.83
130.86,131.71,130.81,1.998,15.572,3.523,0.82
130.8,131.72,130.8,2.767,15.653,8.033,0.83
131.25,132.09,131.22,0,15.521,4.137,0.82
131.12,131.95,131.09,12.806,22.777,15.495,0.87
131.26,132.07,131.2,13.762,24.013,16.843,0.88
131.32,132.14,131.27,13.598,25.054,16.646,0.89
131.38,132.23,131.35,4.353,16.817,5.97,0.84
131.47,132.35,131.41,0,16.952,5.19,0.85
131.58,132.47,131.54,0,15.351,0,0.82
131.53,132.42,131.54,0,15.365,0,0.82
131.86,132.72,131.81,0,15.285,0,0.82
132.09,133.01,132.04,0,15.226,0,0.82
131.91,132.73,131.87,0,16.405,0,0.85
131.99,132.88,131.95,0,15.235,0,0.83
132.08,132.93,132.01,0,15.226,0,0.83
131.62,132.49,131.59,1.196,15.328,5.405,0.82
131.19,132.08,131.2,0,15.373,0,0.82
130.9,131.8,130.89,0,15.369,0,0.83
130.63,131.5,130.6,1.116,16.575,4.933,0.85
131.12,131.97,131.1,2.5,17.196,5.092,0.86
131.63,132.52,131.57,1.902,15.441,3.165,0.82
131.97,132.9,131.91,0,15.234,0,0.83
131.74,132.68,131.71,0,15.595,2.359,0.83
131.48,132.45,131.47,0,15.333,0,0.82
131.42,132.41,131.4,0,15.359,0,0.82
131.74,132.62,131.64,0,17.162,4.228,0.86
131.78,132.55,131.66,0,23.097,9.449,0.91
131.61,132.46,131.48,0,23.289,12.379,0.9
131.19,132.09,131.15,0,24.354,11.752,0.91
131,132.02,130.98,6.138,23.756,14.375,0.9
131.17,132.27,131.1,8.83,24.346,16.882,0.91
131.03,132.01,131.03,0.553,23.889,11.668,0.9
130.9,131.99,130.92,0,22.502,11.055,0.89
130.86,131.89,130.88,0,23.71,10.916,0.9
131.06,131.98,130.93,0,25.308,12.135,0.91
131.19,132.19,131.11,0,22.446,10.858,0.89
131.19,132.03,131.01,0,23.087,10.98,0.9
131.23,132.06,130.96,2.198,16.98,7.375,0.85
131.2,132.02,130.91,0,13.088,0,0.79
131.28,132.12,130.95,0,13.977,3.987,0.81
131.16,132,130.82,0,14.142,0,0.82
130.88,131.74,130.54,0,13.79,2.917,0.81
130.9,131.67,130.5,0,14.347,4.667,0.82
130.77,131.43,130.2,0,17.692,12.27,0.87
130.61,131.3,130.03,0,16.214,12.825,0.86
131.08,131.78,130.44,0,16.894,13.289,0.86
131.34,132.19,130.67,1.028,17.579,17.735,0.86
131.04,131.83,130.32,0,17.785,16.31,0.86
130.94,131.8,130.21,1.017,16.125,15.974,0.88
130.98,131.71,130.17,0.928,22.257,21.028,0.91
130.78,131.56,130.13,0,17.867,14.541,0.87
129.94,130.83,129.31,7.632,18.415,19.459,0.85
129.35,130.01,128.7,11.211,31.026,25.264,0.9
130.08,131.07,129.57,12.353,24.55,23.128,0.86
130.22,131.14,129.55,8.483,24.217,21.559,0.88
130.37,131.4,129.68,0,18.003,16.545,0.87
130.25,131.12,129.46,0.862,23.184,19.103,0.91
130.62,131.77,130.01,1.006,16.095,14.088,0.84
131.56,132.65,130.82,1.422,19.793,19.514,0.89
131.33,132.43,130.63,1.05,16.141,14.737,0.84
130.41,131.46,129.74,0,17.011,14.649,0.86
129.84,130.95,129.27,0,16.643,14.422,0.85
129.9,130.96,129.24,0,18.133,14.919,0.87
130.26,131.26,129.53,1.006,19.645,16.695,0.88
130.05,131.19,129.38,0,18.742,18.778,0.88
129.86,130.86,129.06,0,21.319,18.418,0.9
129.82,130.77,128.9,0,21.169,18.028,0.9
130.12,131.14,129.32,0,17.506,15.16,0.87
130.1,131.08,129.28,0,18.482,15.672,0.88
131.45,132.39,130.45,1.017,17.87,17.186,0.87
130.86,131.81,129.9,0,18.243,15.596,0.87
130.61,131.65,129.68,1.061,20.105,20.581,0.89
130.27,131.46,129.46,0.873,15.972,17.41,0.84
130.53,131.63,129.6,0,18.646,17.814,0.87
130.56,131.59,129.73,1.006,18.805,15.826,0.88
130.37,131.61,129.61,2.047,15.546,17.627,0.82
130.97,131.99,130.06,0,16.031,14.224,0.83
131.14,132.15,130.06,0,16.757,18.347,0.85
130.49,131.44,129.52,0,18.002,15.988,0.87
130.6,131.65,129.74,0.984,17.894,18.319,0.87
130.51,131.49,129.62,0,18.79,15.969,0.88
130.17,131.08,129.23,0,20.135,17.068,0.89
130.27,131.29,129.45,0,15.384,13.567,0.82
130.64,131.57,129.78,1.017,16.495,14.026,0.85
131.01,131.99,130.08,0.995,16.151,15.682,0.84
130.94,131.85,129.99,0,17.109,15.285,0.85
130.35,131.66,129.44,0.95,9.829,16.384,0.8
130.03,131.52,129.12,0.94,1.108,16.282,0.68
130.08,131.36,129.06,1.017,7.652,18.388,0.96
130.2,131.38,129.15,0,8.847,15.721,0.97
130.27,131.49,129.18,0.917,10.015,17.28,0.86
130.32,131.32,129.33,0,16.446,15.143,0.86
130.31,131.69,129.32,0.962,9.458,18.763,0.91
130.32,131.45,129.47,1.006,17.237,17.834,0.86
130.24,131.39,129.4,1.699,15.693,16.39,0.83
129.96,131.11,129.17,1.029,17.061,13.794,0.86
129.86,131.11,129.01,1.344,14.54,16.05,0.83
130.1,131.51,129.06,0,7.184,20.03,0.95
130.13,131.61,129.23,0.917,1.445,15.771,0.65
129.96,131.29,128.86,6.886,8.009,18.573,0.76
129.46,130.73,128.4,13.55,18.282,26.634,0.87
129.68,130.9,128.6,11.816,17.313,25.347,0.84
130.02,131.27,128.91,8.132,15.796,22.874,0.87
131.08,132.36,129.93,0,1.374,14.97,0.66
130.91,132.33,129.78,0.984,1.064,17.972,0.69
130.84,132.13,129.7,0,8.264,18.067,0.94
130.72,132.09,129.68,0.973,1.522,16.361,0.67
130.41,131.57,129.45,1.385,16.975,17.561,0.89
130.32,131.66,129.48,0.995,14.24,17.523,0.84
130.56,131.98,129.58,0,1.222,15.825,0.78
130.93,132.31,129.98,0.984,5.983,15.505,0.79
130.84,131.88,129.85,0.917,18.878,16.857,0.89
130.97,132.04,130.07,0,17.108,15.12,0.86
130.87,132.08,129.91,0,11.827,16.165,0.87
131.03,132.27,129.88,0.917,1.956,17.288,0.9
130.15,131.29,128.95,1.006,7.819,19.797,0.94
129.97,131.1,128.79,0,6.548,16.704,0.94
129.61,130.92,128.51,1.017,7.223,20.049,0.95
129.71,130.88,128.55,0,8.114,17.744,0.95
129.99,131.28,129,0,5.468,14.229,0.97
130.24,131.64,129.24,0.984,0.999,16.791,0.59
130.28,131.62,129.3,0,5.594,15.514,0.94
130.24,131.57,129.23,0,2.455,16.683,0.92
130.27,131.63,129.32,0,1.862,15.391,0.71
130.42,131.78,129.4,0.984,1.935,16.74,0.82
130.12,131.45,129.13,1.006,7.644,16.739,0.96
131.11,132.38,130.13,0,7.487,15.409,0.96
131.27,132.66,130.36,0.984,3.059,16.771,0.96
131.39,132.67,130.41,0.984,7.211,18.627,0.94
131.54,132.91,130.6,0.984,1.423,16.332,0.62
131.49,132.9,130.59,0,1.749,17.287,0.66
131.42,132.75,130.49,0,5.956,15.288,0.96
131.41,132.72,130.43,0,5.513,16.549,0.93
131.46,132.8,130.47,0,1.452,15.789,0.72
131.53,132.82,130.65,0,11.98,14.374,0.87
131.49,132.86,130.47,0,1.713,15.059,0.75
131.51,132.96,130.41,1.039,2.357,19.905,0.79
131.57,132.87,130.58,0,7.274,15.896,0.95
131.65,133.17,130.61,1.37,1.01,20.106,0.67
131.85,133.27,130.82,0,1.501,17.438,0.71
131.86,133.03,130.73,0.984,8.733,18.96,0.94
131.85,133.17,130.89,0.94,1.469,14.83,0.67
131.99,133.25,131,0.94,6.908,17.089,0.94
131.73,133.18,130.82,0.984,1.797,18.407,0.78
131.84,133.29,130.98,1.017,1.429,15.946,0.7
131.71,133.08,130.86,8.28,12.764,20.469,0.81
131.67,132.99,130.75,12.615,16.559,24.451,0.81
131.66,132.94,130.73,13.39,16.221,24.63,0.8
131.42,132.68,130.35,6.508,10.533,18.996,0.84
131.33,132.59,130.37,0.95,5.755,13.572,0.97
130.91,132.09,129.93,0,1.483,12.171,0.7
131,132.23,130,0,2.066,12.785,0.67
130.85,132.08,129.89,0,8.769,14.705,0.94
130.73,132.1,129.88,1.006,1.444,12.854,0.68
130.77,132.14,129.99,0,1.367,9.925,0.66
130.7,131.92,129.77,0,8.442,13.563,0.94
130.77,132,129.9,0,4.786,11.973,0.97
130.93,132.18,130.14,0,0.977,9.145,0.65
131.12,132.53,130.29,1.362,1.079,13.073,0.66
131.16,132.4,130.18,1.376,12.405,18.732,0.93
131.32,132.31,130.54,0,17.285,11.077,0.88
131.04,132.01,130.4,0,17.471,9.464,0.88
130.97,132.06,130.41,0,16.179,6.929,0.86
131.63,132.6,130.86,0,18.12,10.933,0.88
131.87,132.86,131.13,0,17.123,9.561,0.87
131.81,132.88,131.07,1.43,16.383,11.184,0.86
131.76,132.87,131,1.36,17.046,12.317,0.87
131.9,132.9,131,0.973,20.126,14.672,0.9
132.02,133.15,131.12,1.415,18.431,12.832,0.89
131.69,132.93,130.95,6.846,23.451,17.76,0.9
130.95,132.11,130.22,0,27.216,15.406,0.92
130.34,131.78,129.8,3.983,24.664,15.293,0.91
130.09,131.74,129.57,4.68,25.186,16.109,0.91
130.03,131.79,129.43,3.676,26.496,16.69,0.92
129.86,131.68,129.26,0,26.379,14.951,0.92
129.71,131.5,129.09,3.956,28.394,16.274,0.93
129.57,131.63,129.12,6.933,24.911,17.242,0.91
129.81,131.73,129.34,0,25.443,12.457,0.91
129.88,131.81,129.27,5.562,28.616,16.018,0.93
129.81,131.78,129.31,0,25.584,12.308,0.91
129.38,131.33,128.83,5.707,27.897,15.586,0.93
129.38,131.32,128.8,4.449,29.16,15.503,0.93
129.64,131.7,129.21,6.822,27.139,15.859,0.92
130.13,132.02,129.61,0,26.191,12.566,0.91
130.04,132.05,129.58,0,25.347,12.186,0.91
129.75,131.86,129.36,14.783,31.57,19.856,0.92
129.83,131.92,129.43,18.489,34.746,23.808,0.93
129.98,132.06,129.62,16.988,31.981,19.962,0.92
130.43,132.33,129.89,7.373,29.533,15.098,0.93
130.18,132.14,129.7,0,26.761,12.064,0.92
130.12,132.25,129.65,5.687,24.845,13.984,0.91
130.04,132.25,129.59,8.046,25.166,16.312,0.91
130.27,132.47,129.87,5.947,23.923,13.881,0.9
130.56,132.6,130.07,0,24.969,12.023,0.91
130.64,132.64,130.08,0,26.884,12.855,0.92
130.61,132.65,130.09,0,26.119,12.351,0.92
130.49,132.65,129.99,7.489,26.802,15.883,0.92
130.42,132.46,129.89,3.042,27.258,13.499,0.92
130.1,132.3,129.75,0,23.148,11.067,0.89
130.28,132.25,129.74,3.723,27.46,13.825,0.93
130.52,132.56,130.07,0,24.593,11.673,0.9
130.59,132.62,130.11,0,25.359,12.067,0.91
130.74,132.84,130.26,0,23.673,11.211,0.9
130.51,132.65,130.14,5.883,23.508,13.362,0.9
130.58,132.69,130.17,5.068,23.399,13.1,0.9
130.45,132.62,130.02,9.138,24.852,17.404,0.91
130.61,132.64,130.22,2.899,24.24,12.163,0.9
130.8,132.85,130.4,0,24.328,11.595,0.9
130.76,132.83,130.37,0,23.755,11.363,0.9
130.97,133,130.57,0,23.92,10.898,0.9
130.9,132.93,130.55,0,23.343,11.042,0.89
130.97,132.97,130.6,0,24.029,11.435,0.9
130.89,132.84,130.52,0,24.638,11.711,0.91
131.02,132.84,130.56,0,26.861,12.883,0.92
130.81,132.67,130.43,4.701,25.046,13.551,0.91
130.88,132.58,130.4,0,25.88,13.512,0.91
131.11,132.9,130.79,0,23.846,10.961,0.9
131.31,133.05,130.95,3.247,24.285,12.584,0.9
131.16,132.88,130.76,0,23.677,14.056,0.9
131.14,132.8,130.73,0,22.852,12.593,0.9
131.38,133.18,131.1,1.083,17.012,8.088,0.84
131.51,133.27,131.22,0,15.441,0,0.81
131.28,132.96,130.99,0,16.998,5.394,0.84
131.15,132.85,130.98,0,16.998,2.442,0.85
131.1,132.85,130.94,1.105,15.934,4.934,0.82
131.23,132.93,131.05,0,15.837,2.724,0.82
131.32,132.86,131.06,0,17.916,7.012,0.86
131.34,132.94,131.12,0,15.838,3.174,0.82
131.47,133,131.25,0,16.17,3.801,0.83
131.46,132.97,131.21,1.902,16.779,5.903,0.84
131.35,132.77,131.12,2.579,18.685,7.53,0.87
130.39,131.91,130.26,0,16.031,3.169,0.83
129.96,131.38,129.84,10.017,22.194,13.208,0.87
129.93,131.34,129.92,13.475,24.259,16.126,0.88
130.02,131.43,130.01,14.831,24.27,17.757,0.88
130.17,131.48,130.04,8.545,20.363,11.07,0.86
130.46,131.8,130.36,0,15.42,0,0.82
130.91,132.16,130.85,0,16.567,0,0.85
130.89,132.09,130.71,0,17.676,6.354,0.86
131.11,132.35,130.99,0,16.064,3.587,0.83
130.85,132.13,130.78,0,15.379,0,0.82
130.84,132.05,130.75,0,15.382,0,0.82
130.82,131.94,130.61,0,18.352,7.542,0.87
130.55,131.76,130.47,2.36,16.033,4.839,0.83
130.59,131.77,130.55,2.347,16.812,3.963,0.85
130.62,131.87,130.59,0,15.39,0,0.82
130.66,131.84,130.61,0,16.466,4.379,0.84
130.81,131.95,130.79,0,15.96,3.186,0.83
131.06,132.21,131.06,2.308,15.527,3.88,0.82
131.4,132.53,131.38,0,15.377,0,0.82
131.75,132.88,131.67,1.206,15.351,6.647,0.82
131.69,132.71,131.67,0,16.534,0,0.85
131.71,132.75,131.66,0,16.67,5.004,0.84
131.74,132.82,131.72,0,15.509,1.573,0.82
131.81,132.86,131.79,0,15.873,3.107,0.83
131.99,133.01,131.99,0,15.341,0,0.82
131.47,132.48,131.43,1.149,15.444,2.084,0.82
131.1,132.13,131.1,2.862,15.846,5.218,0.82
130.94,131.89,130.96,1.183,16.623,2.141,0.85
130.68,131.72,130.74,0,15.403,0,0.82
130.78,131.79,130.85,0,15.396,0,0.82
131.25,132.22,131.29,1.127,16.325,4.48,0.84
131.39,132.35,131.4,0,16.029,3.464,0.83
131.08,132.09,131.12,2.332,15.462,3.797,0.82
131.46,132.41,131.44,0,15.379,0,0.82
131.57,132.49,131.54,0,16.55,0,0.85
131.57,132.5,131.57,0,15.379,0,0.82
131.47,132.39,131.48,0,15.379,0,0.82
130.89,131.88,130.99,0,15.395,0,0.82
130.3,131.31,130.41,2.233,16.527,5.551,0.84
130.24,131.23,130.35,2.232,15.748,3.884,0.82
130.47,131.42,130.52,0,15.512,1.254,0.82
130.87,131.77,130.96,0,16.551,0,0.85
131.27,132.19,131.32,0,15.378,0,0.82
131.6,132.53,131.66,0,15.371,0,0.82
131.64,132.56,131.64,0,15.361,0,0.82
131.81,132.7,131.8,0,15.341,0,0.82
131.95,132.76,131.89,0,17.599,6.409,0.86
131.47,132.37,131.54,0,15.372,0,0.82
131.6,132.47,131.66,0,16.502,0,0.85
131.41,132.31,131.45,0,15.375,0,0.82
131.05,132.01,131.15,0,15.38,0,0.82
130.95,131.88,131.02,0,16.125,3.714,0.84
130.99,131.91,131.04,1.956,15.925,5.382,0.83
131.09,131.92,131.12,11.687,22.162,15.146,0.87
131.42,132.25,131.42,14.291,24.31,17.938,0.88
131.51,132.33,131.55,13.713,25.177,17.005,0.89
131.98,132.89,131.99,8.222,18.829,10.222,0.85
132.16,133.02,132.16,0,15.28,0,0.82
131.97,132.8,131.99,0,15.341,0,0.82
132.01,132.87,132.07,0,15.328,0,0.82
132.02,132.9,132.06,0,15.31,0,0.82
131.87,132.79,131.93,0,15.322,0.583,0.82
132.13,133.03,132.2,0,16.429,0,0.85
131.77,132.75,131.85,0,15.345,0,0.82
131.74,132.74,131.84,0,15.346,0,0.82
131.61,132.56,131.7,0,15.368,0,0.82
131.59,132.57,131.65,1.689,15.376,7.997,0.82
131.5,132.37,131.51,0,16.416,4.404,0.84
131.29,132.29,131.39,0,15.377,0,0.82
131.39,132.35,131.49,2.507,17.576,7.681,0.86
131.73,132.73,131.82,2.336,15.55,7.201,0.82
131.68,132.63,131.77,0,15.356,0,0.82
131.58,132.53,131.65,0,15.93,3.247,0.83
131.77,132.76,131.82,0,15.334,0,0.82
