IL1,IL2,IL3,PF
13.795,25.089,16.841,0.88
9.555,19.528,11.819,0.86
3.443,15.586,5.917,0.83
3.326,15.582,5.897,0.83
0,16.093,2.902,0.84
3.359,16.674,5.825,0.85
3.008,15.587,5.372,0.83
2.73,16.266,5.897,0.84
3.358,15.572,5.921,0.83
2.612,18.12,7.574,0.87
2.327,15.872,4.138,0.83
2.283,15.813,3.967,0.83
0,16.696,0,0.85
0,15.573,0,0.83
0,15.573,0,0.83
0,15.572,0,0.83
0,15.572,0,0.83
0,15.574,0,0.83
0,17.526,5.575,0.86
0,17.528,3.804,0.86
1.127,16.518,5.83,0.85
0,15.568,0,0.83
0,16.531,3.867,0.85
0,16.955,4.634,0.85
1.216,15.858,3.218,0.83
2.975,16.351,6.631,0.84
2.294,16.159,5.535,0.84
0,17.581,3.921,0.87
0,15.574,0,0.83
0,17.712,5.925,0.86
0,15.571,0,0.83
0,15.572,0,0.83
0,15.573,0,0.83
0,15.561,0,0.83
0,15.518,0,0.83
0,16.724,0,0.85
0,17.817,6.115,0.86
2.306,16.094,5.307,0.83
1.685,16.554,5.41,0.85
1.697,15.49,6.363,0.83
2.296,16.064,5.638,0.84
0,15.606,2.163,0.83
0,15.463,0,0.83
0,16.682,0,0.85
1.127,17.572,9.388,0.86
0,16.504,3.901,0.85
13.015,25.086,16.243,0.88
13.505,24.306,16.071,0.88
13.599,24.397,16.207,0.88
5.289,17.211,6.332,0.85
1.149,17.191,5.918,0.86
0,20.795,10.183,0.9
0,15.572,0,0.83
0,17.209,10.223,0.85
0,18.938,12.043,0.88
0,23.385,14.626,0.92
1.921,20.996,13.96,0.9
1.05,20.044,10.856,0.89
1.105,21.079,11.223,0.9
0,21.403,11.267,0.9
0,19.817,10.669,0.89
0,22.643,11.838,0.91
0,19.86,10.363,0.89
1.201,19.794,12.537,0.89
0,20.233,10.354,0.89
0,20.648,10.593,0.9
0,24.375,11.283,0.93
0,16.005,5.522,0.85
0,13.411,0,0.79
0,16.197,6.68,0.85
2.015,13.289,3.037,0.79
0,17.364,10.126,0.87
0,18.085,13.151,0.88
0,20.405,14.391,0.91
1.028,24.999,20.359,0.93
0,20.57,18.362,0.9
0,10.454,18.275,0.94
0,19.829,16.699,0.92
0,7.796,14.78,0.96
0,19.139,16.115,0.9
1.07,19.985,18.289,0.9
0,22.085,16.365,0.91
1.006,20.143,16.715,0.9
0,20.794,15.574,0.9
0,19.157,15.697,0.89
0,24.784,18.377,0.93
1.039,18.002,18.247,0.88
0.984,20.376,24.079,0.9
1.017,19.925,19.072,0.9
0.95,22.107,19.47,0.91
1.705,19.361,17.071,0.89
0,20.336,16.863,0.9
5.816,20.523,19.039,0.87
11.469,28.926,28.03,0.89
11.293,28.843,26.685,0.89
10.034,26.566,24.771,0.89
1.006,21.271,20.758,0.9
0,24.233,20.237,0.92
0.984,20.274,19.313,0.9
0,19.205,19.53,0.89
0,21.037,16.367,0.91
0,22.275,21.766,0.91
0,19.852,16.984,0.89
1.385,19.974,18.259,0.9
0,23.135,17.892,0.92
0,21.297,17.162,0.9
0,21.334,16.789,0.91
0,24.657,18.806,0.93
0,18.21,15.947,0.87
0.94,19.644,19.789,0.89
1.028,20.399,20.242,0.89
0,21.549,18.977,0.9
0,18.529,15.153,0.88
0,17.165,14.87,0.86
0,19.214,16.707,0.89
1.006,6.359,18.439,0.94
0,5.276,15.653,0.93
0,5.464,15.841,0.93
0,9.881,18.133,0.95
0,7.943,16.237,0.95
0.973,3.745,17.545,0.91
1.045,8.242,16.964,0.96
0,11.165,19.233,0.95
0,7.775,18.819,0.94
0,5.981,16.071,0.95
0,6.72,16.66,0.96
0,7.764,16.129,0.95
1.469,7.236,18.754,0.98
1.017,2.063,16.909,0.89
1.006,5.309,17.309,0.92
0,6.707,19.192,0.96
1.36,9.22,18.899,0.95
0,3.58,15.068,0.9
1.006,7.75,17.172,0.95
1.039,8.207,20.531,0.94
9.649,16.361,25.18,0.84
11.229,19.332,27.302,0.85
11.126,21.125,28.487,0.86
5.177,11.852,20.499,0.89
0,5.913,16.615,0.94
1.439,8.219,20.071,0.97
0,6.822,16.852,0.94
0,7.222,17.083,0.94
0,5.319,17.292,0.94
0,9.029,17.645,0.95
0,9.632,18.57,0.95
1.407,10.735,23.318,0.95
1.006,8.961,18.771,0.94
1.017,2.956,16.869,0.94
0,8.138,19.376,0.95
0,9.945,19.802,0.94
0,6.933,18.58,0.97
0,5.71,16.27,0.95
1.039,9.216,22.17,0.95
1.028,9.379,22.798,0.95
1.006,9.056,19.391,0.95
1.412,3.279,16.497,0.86
0,5.977,18.618,0.95
0,8.452,16.629,0.96
1.006,10.009,18.524,0.95
0,10.466,17.383,0.95
0,6.11,15.154,0.94
0,10.954,18.932,0.96
0,8.19,16.497,0.94
0,11.445,17.501,0.96
1.039,12.455,20.623,0.95
1.061,7.302,16.652,0.94
1.344,5.056,17.43,0.94
0.995,10.022,18.745,0.94
0,7.375,16.483,0.94
0,4.134,13.445,0.94
10.587,17.497,24.176,0.87
13.771,19.13,26.816,0.84
11.048,18.478,22.772,0.84
5.998,10.266,17.348,0.84
0,10.615,16.432,0.95
0.94,11.647,17.414,0.96
1.017,5.529,14.618,0.94
0,6.041,10.587,0.94
1.017,9.129,15.268,0.95
0.984,4.587,11.947,0.93
0,5.766,7.421,0.96
1.039,6.681,13.511,0.94
0.962,12.576,16.045,0.96
0.995,3.093,8.733,0.91
0,8.997,11.195,0.95
0,10.717,12.838,0.95
1.493,5.77,9.527,0.94
1.017,11.744,14.522,0.93
0,18.875,14.918,0.89
0.94,22.503,17.854,0.92
1.028,20.482,15.557,0.9
1.017,18.09,13.641,0.88
1.05,17.245,12.108,0.87
1.352,17.782,14.521,0.87
0.973,21.861,16.802,0.91
1.028,20.423,19.419,0.9
0,20.315,12.777,0.9
0,29.028,15.381,0.93
0,29.097,14.656,0.93
0,30.955,16.315,0.94
0,32.115,16.185,0.94
5.146,29.874,17.577,0.93
0,29.304,14.866,0.93
0,29.461,15.262,0.93
0,29.684,15.945,0.93
0,25.748,13.132,0.91
0,24.402,11.762,0.9
1.967,27.533,12.742,0.92
9.882,28.782,19.447,0.92
17.388,39.025,24.51,0.93
16.477,36.165,21.643,0.93
14.827,33.162,19.586,0.93
0,23.276,11.107,0.89
5.334,27.144,14.19,0.92
4.861,24.287,13.243,0.9
0,26.603,12.474,0.92
8.242,25.141,16.433,0.91
4.469,26.086,13.614,0.91
5.105,25.752,13.961,0.91
2.892,27.602,12.938,0.92
2.48,27.676,13.116,0.92
0,23.306,11.071,0.89
0,28.274,13.764,0.92
3.683,24.651,12.62,0.91
2.63,24.169,11.936,0.9
0,28.08,13.591,0.93
0,26.95,12.555,0.92
5.436,22.789,13.043,0.89
0,25.181,11.955,0.91
0,25.299,11.938,0.91
0,24.561,11.656,0.9
0,25.42,11.986,0.91
0,26.356,11.875,0.92
0,24.025,11.41,0.9
3.682,25.26,13.06,0.91
2.341,27.34,14.12,0.92
2.515,23.629,11.726,0.9
0,24.234,11.468,0.91
2.615,25.505,12.414,0.91
3.74,23.871,11.866,0.9
0,22.652,10.848,0.89
0,23.812,11.34,0.9
2.889,24.041,12.136,0.9
0,23.091,11.185,0.9
0,22.714,11.263,0.9
0,22.416,10.797,0.9
0,17.532,8.073,0.88
0,14.171,3.473,0.81
0,13.36,2.419,0.8
0,16.577,7.375,0.86
0,14.369,4.392,0.83
0,13.358,1.299,0.8
14.051,24.122,17.459,0.86
13.34,23.048,16.275,0.86
13.58,22.628,16.571,0.86
0,13.267,0.539,0.8
0,15.38,6.35,0.85
0,13.265,0,0.8
0,13.264,0,0.8
0,15.236,4.458,0.85
0,13.714,2.917,0.81
0,13.266,0.528,0.8
0,14.078,3.906,0.82
0,13.262,0,0.8
0,13.247,0,0.8
0,14.228,0,0.83
0,13.223,0,0.8
0,13.242,0,0.8
0,13.254,0,0.8
0,13.261,0,0.8
0,13.263,0,0.8
0,14.271,0,0.83
0,13.336,0,0.8
0,13.227,0,0.8
0,13.253,0,0.8
0,13.247,0,0.8
0,14.201,4.161,0.82
0,13.261,0,0.8
0,14.348,0,0.83
1.127,13.26,3.885,0.8
0,13.261,5.021,0.8
0,13.25,0,0.8
0,13.264,0,0.8
0,13.265,0,0.8
0,13.264,0,0.8
0,14.359,0,0.83
0,13.263,0,0.8
0,13.264,0,0.8
0,13.262,0,0.8
0,13.24,0,0.8
0,13.81,3.111,0.81
0,14.427,3.791,0.83
0,13.944,0,0.82
0,13.25,0,0.8
0,13.263,0,0.8
0,13.127,0,0.79
0,13.235,0,0.8
0,13.234,0,0.8
0,14.291,0,0.83
10.392,18.818,12.497,0.84
13.634,22.247,16.768,0.85
13.393,21.951,16.522,0.85
10.6,19.186,13.078,0.84
0,13.167,0,0.8
0,13.221,0,0.8
0,14.708,2.684,0.84
0,15.208,5.816,0.84
0,13.232,0,0.8
0,13.256,0,0.8
0,13.254,0,0.8
0,13.152,0,0.8
0,13.682,0,0.82
0,16.612,7.446,0.87
0,13.219,0,0.8
0,13.245,0,0.8
0,13.262,0,0.8
0,13.264,0,0.8
0,13.247,0,0.8
0,13.206,0,0.8
0,14.341,0,0.83
0,13.257,0,0.8
0,13.242,0,0.8
0,13.236,0,0.8
0,13.2,0,0.8
0,13.185,0,0.8
0,13.221,0,0.8
0,13.224,0,0.8
0,16.828,6.521,0.87
0,13.169,0,0.8
0,15.13,5.979,0.84
0,13.221,0,0.8
0,13.976,3.731,0.82
0,14.842,5.487,0.84
0,14.561,4.3,0.83
0,15.095,4.792,0.84
0,13.213,0,0.8
0,14.571,5.154,0.83
0,14.215,3.207,0.82
0,20.833,11.095,0.87
0,23.167,12.781,0.9
0,24.906,11.985,0.91
0,25.452,12.54,0.92
0,22.848,10.858,0.9
4.006,25.379,13.22,0.91
15.583,30.393,18.643,0.92
16.649,32.786,20.277,0.93
16.563,33.822,20.849,0.93
4.233,23.402,11.589,0.9
4.012,23.901,12.082,0.91
0,25.617,12.146,0.92
4.408,21.941,12.193,0.89
1.349,21.157,11.004,0.88
0,14.103,3.707,0.81
0,13.298,0,0.79
0,13.97,3.371,0.81
0,16.478,6.393,0.86
0,17.993,9.415,0.88
0,17.651,9.244,0.87
0,15.714,10.46,0.85
0,15.564,14.555,0.84
0,18.495,15.361,0.88
0,16.02,15.889,0.9
1.039,14.373,22.096,0.89
1.017,17.291,19.499,0.86
0,19.483,17.96,0.89
0,20.86,17.41,0.9
0,18.252,15.962,0.88
0,20.918,17.536,0.91
0,16.115,16.907,0.89
0,18.689,16.319,0.88
1.067,21.167,19.252,0.9
0,20.281,16.792,0.89
1.431,20.237,19.89,0.89
0,19.743,16.353,0.89
0,23.111,20.948,0.91
1.042,19.796,19.025,0.89
0,20.989,18.41,0.9
0,20.751,18.11,0.9
0,20.241,18.088,0.89
1.05,17.526,19.469,0.87
0,17.334,14.863,0.87
1.017,15.615,16.637,0.84
1.431,19.196,21.181,0.88
1.008,15.34,16.045,0.83
1.441,17.772,20.226,0.87
0.995,16.99,16.768,0.85
6.604,22.688,19.876,0.89
12.679,26.768,27.096,0.88
11.197,25.423,24.235,0.88
11.32,31.958,27.588,0.91
1.028,20.601,16.251,0.91
0,17.989,15.354,0.87
1.028,18.252,18.489,0.87
1.041,20.604,21.634,0.9
0.973,21.944,19.557,0.91
0.995,19.961,20.889,0.89
0,15.795,14.58,0.84
0,11.411,16.115,0.85
0,17.809,15.14,0.87
1.039,18.214,18.716,0.88
0,22.163,18.895,0.91
0.917,12.66,21.068,0.89
0.962,1.413,19.731,0.68
0.94,7.182,21.333,0.95
0.94,6.145,19.37,0.97
0,3.358,16.893,0.95
0.984,0,17.416,0.94
0.962,8.045,22.995,0.94
0,1.35,18.295,0.6
0,1.489,16.097,0.69
0.973,2.057,16.825,0.7
0,5.911,15.801,0.96
0.995,1.108,16.465,0.67
0,1.413,16.515,0.67
0,5.901,15.901,0.93
1.006,6.5,18.326,0.96
0,1.358,15.968,0.64
0,1.437,16.542,0.74
0,1.436,16.008,0.69
0.973,1.639,18.199,0.67
1.017,4.325,17.429,0.92
1.028,4.254,16.873,0.92
0.962,1.021,17.365,0.71
0,1.081,15.029,0.72
1.074,0.999,16.619,0.67
1.027,0.999,17.962,0.67
1.415,8.321,23.561,0.93
0.907,6.054,17.941,0.94
6.736,13.884,22.459,0.87
12.234,15.124,24.927,0.8
11.201,17.01,25.354,0.82
10.947,11.405,24.094,0.78
0,1.398,16.426,0.8
1.043,7.672,19.4,0.93
0.995,5.345,19.74,0.96
0,1.067,15.267,0.69
0,8.727,18.157,0.95
0,1.725,16.014,0.77
0,7.772,18.577,0.94
0,1.737,16.92,0.68
1.067,4.952,17.399,0.92
0,3.556,19.441,0.93
0,8.304,17.707,0.96
1.028,1.398,17.031,0.66
0,7.198,18.006,0.93
0,1.021,16.62,0.75
1.006,5.5,18.388,0.91
0.995,0.988,19.205,0.63
0.962,1.4,16.535,0.86
0,4.496,16.496,0.93
1.017,7.313,17.491,0.94
1.006,7.433,19.741,0.94
0,5.017,16.761,0.93
0,7.508,18.437,0.94
0,0,17.252,0.94
0,0,14.457,0.94
0,8.592,18.356,0.94
0.962,1.055,14.057,0.77
1.017,1.316,15.43,0.64
0,7.538,14.773,0.94
0.984,0.977,17.249,0.6
0.995,4.149,13.274,0.93
0.917,4.187,15.366,0.95
0,6.96,15.132,0.94
0,1.35,10.15,0.59
7.283,8.295,13.925,0.73
12.912,14.145,19.55,0.78
11.107,14.365,17.903,0.79
8.775,11.316,14.403,0.8
0,10.247,13.929,0.94
1.017,0.988,13.878,0.69
1.094,1.976,9.57,0.69
1.369,0.91,10.316,0.49
0,0,5.376,0.71
1.028,9.85,11.328,0.92
0,14.282,3.868,0.82
0,19.166,10.931,0.89
0.984,14.974,7.971,0.83
1.039,13.785,10.145,0.81
1.42,15.033,11.731,0.83
0,17.387,11.597,0.88
0,15.881,7.229,0.85
1.415,18.737,14.331,0.89
0,16.725,7.432,0.86
7.845,24.454,16.986,0.9
5.015,26.157,15.747,0.91
1.903,26.555,14.974,0.92
0,25.93,13.867,0.92
7.06,24.07,17.173,0.9
9.774,24.238,19.771,0.9
5.756,25.334,16.445,0.91
3.806,25.298,13.64,0.91
3.887,28.584,15.006,0.93
5.586,26.078,14.336,0.91
5.063,26.757,13.657,0.92
2.97,23.718,11.811,0.9
0,25.596,11.936,0.91
4.708,28.668,14.971,0.93
6.573,23.704,14.246,0.89
5.348,25.43,13.704,0.91
1.111,24.555,11.468,0.9
7.425,29.855,16.97,0.93
3.902,24.486,12.519,0.9
5.968,27.969,15.204,0.93
3.896,28.9,14.6,0.93
0,23.636,10.888,0.9
14.578,28.984,17.737,0.91
18.402,32.063,21.036,0.92
16.66,36.545,20.432,0.93
8.978,28.244,14.328,0.92
3.835,25.857,12.898,0.92
0,22.691,10.667,0.89
0,23.523,11.827,0.9
0,22.67,10.483,0.89
0,24.333,11.247,0.9
4.855,24.572,12.529,0.91
5.157,24.379,13.348,0.91
3.361,23.918,11.914,0.9
0.964,22.531,10.57,0.89
0,23.425,10.929,0.9
0,24.619,11.5,0.91
0,22.953,10.693,0.9
0,26.761,11.841,0.92
0,24.826,11.534,0.91
0,22.487,10.479,0.89
0,23.456,12.034,0.9
3.066,23.089,12.615,0.9
0,26.739,12.238,0.92
0,22.566,10.478,0.89
0,24.581,10.838,0.91
0,22.547,10.477,0.89
0,24.186,12.339,0.91
0,22.381,13.976,0.89
0,17.93,7.825,0.86
0,15.591,0.854,0.82
0,15.494,0,0.82
0,17.647,4.222,0.86
0,16.132,3.031,0.83
0,15.571,0,0.82
0,15.977,2.671,0.83
0,18.087,6.795,0.86
0,15.865,2.365,0.83
0,16.151,3.033,0.84
1.231,17.103,5.037,0.86
0,16.134,3.033,0.83
0,15.573,0,0.82
0,16.173,3.165,0.84
5.532,17.914,7.198,0.84
13.935,24.891,16.262,0.88
13.613,26.612,17.717,0.89
11.826,23.269,14.58,0.88
0,16.788,0,0.85
0,16.167,3.209,0.84
0,15.572,0,0.82
0,15.572,0,0.82
0,15.572,0,0.83
0,15.572,0,0.82
0,16.42,3.731,0.84
0,17.204,2.917,0.86
0,15.643,1.223,0.83
0,17.507,5.774,0.86
0,15.991,2.6,0.83
0,15.57,0,0.82
0,16.864,4.658,0.85
0,16.858,4.637,0.85
0,16.682,0,0.85
0,15.571,0,0.82
0,15.555,0,0.82
0,18.298,6.821,0.87
0,15.547,0,0.82
0,15.543,0,0.82
0,16.731,0,0.85
0,15.523,0,0.82
0,15.449,0,0.83
0,16.209,3.375,0.84
0,15.565,0,0.82
0,15.553,0,0.82
0,16.697,4.536,0.85
0,16.665,0,0.85
0,15.427,0,0.83
0,15.412,0,0.83
0,15.556,0,0.83
0,15.546,0,0.83
0,15.523,0,0.83
0,15.501,0,0.83
0,16.651,0,0.85
0,15.569,0,0.83
0,15.572,0,0.83
0,15.572,0,0.83
0,15.572,0,0.83
0,15.571,0,0.83
0,15.571,0,0.83
12.65,24.996,15.394,0.89
13.736,26.375,17.743,0.89
13.598,24.212,16.178,0.88
5.133,17.007,6.115,0.84
0.586,15.451,5.875,0.82
0,17.526,5.625,0.86
0,15.519,0,0.83
0,16.691,0,0.85
0,15.559,0,0.83
0,15.569,0,0.83
0,15.563,0,0.83
0,15.57,0,0.83
0,15.571,0,0.83
0,15.568,0,0.83
0,16.732,0,0.85
0,15.565,0,0.83
0,15.569,0,0.83
0,15.572,0,0.83
0,15.58,0,0.83
0,15.579,0,0.83
0,15.541,0,0.83
0,16.599,0,0.85
0,15.985,2.939,0.84
0,15.414,0,0.83
0,16.769,4.935,0.85
0,15.391,0,0.83
0,16.271,3.846,0.84
0,15.386,0,0.83
0,17.033,2.712,0.86
0,17.968,6.49,0.87
0,15.66,1.83,0.83
0,16.132,6.588,0.84
1.172,16.591,6.732,0.85
0,16.532,4.236,0.84
0,19.532,8.167,0.88
0,23.86,11.412,0.91
0,26.784,13.679,0.92
0,22.504,11.912,0.89
0,22.463,10.667,0.89
0,22.44,10.671,0.89
0,22.405,10.652,0.89
0,22.37,10.588,0.89
5.193,22.43,12.646,0.89
0,24.915,11.039,0.91
0,23.956,11.129,0.9
0,23.095,10.164,0.9
0,14.094,4.027,0.81
0.984,15.128,10.169,0.83
0.984,14.432,7.309,0.82
5.063,16.418,8.144,0.83
12.58,22.717,16.764,0.87
11.376,25.723,18.055,0.89
10.574,25.203,18.185,0.89
0.962,19.395,12.518,0.89
0,19.032,14.861,0.88
1.05,19.463,18.303,0.88
1.028,6.361,18.465,0.89
0,12.029,16.044,0.85
1.505,16.994,19.36,0.86
0.995,17.801,18.123,0.87
0,20.976,16.907,0.9
0,18.171,16.055,0.87
0,15.225,15.647,0.87
0,16.531,17.292,0.9
0,19.81,16.742,0.89
0,19.074,16.519,0.88
0,18.066,15.605,0.87
0,20.902,18.181,0.9
0,17.923,16.093,0.87
0,23.467,19.867,0.92
1.072,18.545,17.432,0.88
0,20.452,18.229,0.89
0.995,14.717,17.191,0.81
0,21.389,18.821,0.9
0.95,17.712,19.632,0.86
0,16.983,16.516,0.86
0,18.785,17.265,0.88
0.973,20.693,20.259,0.9
1.006,21.357,20.126,0.9
0,20.029,17.883,0.89
0,17.952,15.887,0.87
0,14.434,14.566,0.8
0,16.593,15.514,0.85
0,25.151,19.509,0.93
0,21.766,21.715,0.91
0.995,16.578,15.908,0.85
0,20.533,16.409,0.9
1.412,16.315,19.653,0.85
0,18.808,15.798,0.89
1.736,19.514,17.324,0.9
0,18.634,15.144,0.88
14.514,24.845,27.035,0.87
14.317,19.259,27.709,0.84
10.633,26.431,26.011,0.88
1.407,19.862,18.487,0.89
